"id_venda","id_cliente","id_produto","id_vendedor","data_venda","quantidade","valor","valor_total"
501,13,21,3,"2024-12-08",9,5000.0,45000.0
502,86,17,18,"2022-01-23",8,1200.0,9600.0
503,57,6,16,"2023-01-29",5,3000.0,15000.0
504,98,8,4,"2024-01-08",5,2200.0,11000.0
505,76,41,1,"2023-10-27",4,2000.0,8000.0
506,53,38,6,"2022-03-01",7,1500.0,10500.0
507,77,45,14,"2022-11-19",1,2000.0,2000.0
508,91,41,14,"2024-07-07",9,2000.0,18000.0
509,66,9,11,"2024-12-22",9,2500.0,22500.0
510,35,16,16,"2023-06-14",5,2500.0,12500.0
511,65,31,13,"2024-06-22",7,3000.0,21000.0
512,35,2,5,"2023-03-06",1,2500.0,2500.0
513,96,48,14,"2024-07-15",9,1500.0,13500.0
514,1,38,4,"2023-07-12",7,1500.0,10500.0
515,18,32,14,"2023-11-09",7,800.0,5600.0
516,23,40,18,"2023-12-30",8,1500.0,12000.0
517,83,11,16,"2024-01-18",2,800.0,1600.0
518,39,4,13,"2022-09-23",3,1500.0,4500.0
519,65,13,16,"2024-05-13",6,2500.0,15000.0
520,2,16,18,"2024-01-01",5,2500.0,12500.0
521,21,1,1,"2022-01-08",1,1500.0,1500.0
522,68,25,20,"2023-10-26",6,500.0,3000.0
523,17,18,6,"2024-09-13",6,1500.0,9000.0
524,2,3,14,"2024-05-12",1,3500.0,3500.0
525,26,27,3,"2024-05-14",3,5000.0,15000.0
526,32,39,1,"2022-02-28",4,3500.0,14000.0
527,77,6,9,"2023-04-14",3,3000.0,9000.0
528,32,29,13,"2023-11-21",5,2500.0,12500.0
529,8,23,20,"2022-05-03",6,3000.0,18000.0
530,7,15,19,"2024-09-18",5,500.0,2500.0
531,80,9,4,"2023-10-19",1,2500.0,2500.0
532,13,18,5,"2024-11-26",8,1500.0,12000.0
533,83,21,1,"2024-08-03",3,5000.0,15000.0
534,61,42,18,"2024-11-20",4,1500.0,6000.0
535,87,8,5,"2023-03-12",6,2200.0,13200.0
536,51,14,1,"2022-03-25",5,500.0,2500.0
537,47,15,16,"2022-03-27",3,500.0,1500.0
538,40,8,18,"2023-08-25",4,2200.0,8800.0
539,48,35,19,"2022-11-30",7,3500.0,24500.0
540,76,24,13,"2024-01-31",6,5000.0,30000.0
541,98,32,3,"2024-07-29",6,800.0,4800.0
542,31,45,16,"2022-02-01",9,2000.0,18000.0
543,33,47,14,"2022-07-02",7,1500.0,10500.0
544,99,9,2,"2023-07-17",6,2500.0,15000.0
545,83,48,16,"2022-09-02",6,1500.0,9000.0
546,88,26,14,"2024-03-10",3,3000.0,9000.0
547,49,21,5,"2024-03-30",3,5000.0,15000.0
548,33,43,12,"2023-10-05",3,3000.0,9000.0
549,35,5,15,"2023-05-25",3,1500.0,4500.0
550,37,16,4,"2023-10-14",2,2500.0,5000.0
551,99,6,17,"2023-03-03",7,3000.0,21000.0
552,47,40,19,"2022-02-20",1,1500.0,1500.0
553,63,8,3,"2024-11-09",4,2200.0,8800.0
554,69,15,19,"2022-01-16",5,500.0,2500.0
555,92,10,5,"2023-08-04",1,3500.0,3500.0
556,37,26,20,"2023-05-20",5,3000.0,15000.0
557,18,47,5,"2024-07-30",1,1500.0,1500.0
558,51,21,5,"2024-12-27",5,5000.0,25000.0
559,76,46,20,"2024-02-05",4,2500.0,10000.0
560,43,30,20,"2023-07-03",3,800.0,2400.0
561,47,42,19,"2023-05-24",6,1500.0,9000.0
562,36,48,1,"2022-11-21",8,1500.0,12000.0
563,51,45,6,"2022-10-26",1,2000.0,2000.0
564,76,13,9,"2024-01-11",7,2500.0,17500.0
565,29,35,6,"2024-02-14",9,3500.0,31500.0
566,28,45,5,"2022-10-02",9,2000.0,18000.0
567,69,21,7,"2024-04-03",9,5000.0,45000.0
568,42,5,8,"2023-08-22",4,1500.0,6000.0
569,87,5,5,"2024-05-04",6,1500.0,9000.0
570,86,5,20,"2024-04-30",9,1500.0,13500.0
571,13,34,9,"2024-10-14",2,3500.0,7000.0
572,91,1,20,"2024-03-23",2,1500.0,3000.0
573,20,45,14,"2024-10-25",1,2000.0,2000.0
574,68,8,11,"2023-10-03",3,2200.0,6600.0
575,2,2,20,"2023-06-03",2,2500.0,5000.0
576,5,45,8,"2023-07-30",1,2000.0,2000.0
577,52,24,8,"2024-02-04",9,5000.0,45000.0
578,29,39,16,"2024-11-14",9,3500.0,31500.0
579,66,36,4,"2024-07-14",5,1500.0,7500.0
580,49,30,20,"2023-03-27",9,800.0,7200.0
581,55,23,14,"2023-05-23",6,3000.0,18000.0
582,26,30,2,"2022-01-04",6,800.0,4800.0
583,32,28,13,"2024-07-15",8,3000.0,24000.0
584,18,37,1,"2024-09-10",4,3500.0,14000.0
585,21,17,19,"2022-03-29",9,1200.0,10800.0
586,36,8,14,"2022-08-16",4,2200.0,8800.0
587,97,44,11,"2024-08-28",9,500.0,4500.0
588,90,6,8,"2022-08-03",3,3000.0,9000.0
589,5,50,7,"2022-08-29",1,1500.0,1500.0
590,19,37,1,"2023-09-29",9,3500.0,31500.0
591,79,1,5,"2022-08-27",4,1500.0,6000.0
592,3,5,7,"2023-08-24",1,1500.0,1500.0
593,21,42,2,"2022-01-04",7,1500.0,10500.0
594,8,50,3,"2022-10-06",7,1500.0,10500.0
595,56,36,3,"2022-11-10",5,1500.0,7500.0
596,30,44,14,"2024-04-01",7,500.0,3500.0
597,72,16,2,"2024-10-01",6,2500.0,15000.0
598,25,31,10,"2022-05-31",5,3000.0,15000.0
599,51,26,2,"2022-07-20",3,3000.0,9000.0
600,85,23,7,"2022-03-08",5,3000.0,15000.0
601,17,43,14,"2023-08-05",5,3000.0,15000.0
602,87,28,3,"2024-05-09",7,3000.0,21000.0
603,33,27,13,"2022-11-17",6,5000.0,30000.0
604,23,26,20,"2024-08-01",7,3000.0,21000.0
605,72,6,19,"2023-08-20",1,3000.0,3000.0
606,83,16,20,"2024-10-24",4,2500.0,10000.0
607,85,46,5,"2022-09-06",9,2500.0,22500.0
608,48,3,15,"2024-08-31",3,3500.0,10500.0
609,11,37,18,"2023-04-22",8,3500.0,28000.0
610,13,24,12,"2024-06-10",5,5000.0,25000.0
611,96,10,14,"2024-09-22",3,3500.0,10500.0
612,30,42,11,"2024-05-31",8,1500.0,12000.0
613,37,9,14,"2023-07-03",3,2500.0,7500.0
614,49,10,10,"2023-06-14",5,3500.0,17500.0
615,20,18,3,"2024-01-29",5,1500.0,7500.0
616,56,3,10,"2023-11-27",2,3500.0,7000.0
617,70,12,16,"2024-06-15",3,1500.0,4500.0
618,52,32,8,"2023-11-19",3,800.0,2400.0
619,100,39,19,"2022-06-10",4,3500.0,14000.0
620,95,46,1,"2023-10-20",8,2500.0,20000.0
621,12,45,13,"2022-02-28",9,2000.0,18000.0
622,87,8,19,"2024-08-07",3,2200.0,6600.0
623,47,15,13,"2022-08-31",3,500.0,1500.0
624,99,10,5,"2024-05-05",6,3500.0,21000.0
625,20,39,3,"2022-11-02",1,3500.0,3500.0
626,33,16,16,"2023-11-11",6,2500.0,15000.0
627,76,36,13,"2024-09-05",5,1500.0,7500.0
628,2,23,18,"2023-07-19",2,3000.0,6000.0
629,36,1,7,"2024-11-27",3,1500.0,4500.0
630,59,18,5,"2024-08-02",2,1500.0,3000.0
631,53,50,15,"2022-11-20",2,1500.0,3000.0
632,5,30,15,"2022-09-12",7,800.0,5600.0
633,52,33,3,"2024-04-01",4,3000.0,12000.0
634,93,28,10,"2024-07-12",8,3000.0,24000.0
635,47,40,14,"2024-07-31",9,1500.0,13500.0
636,77,50,11,"2024-09-17",9,1500.0,13500.0
637,46,40,20,"2022-01-03",3,1500.0,4500.0
638,49,12,9,"2022-08-02",5,1500.0,7500.0
639,96,12,13,"2024-03-24",1,1500.0,1500.0
640,43,18,19,"2023-04-09",1,1500.0,1500.0
641,96,33,8,"2022-12-05",5,3000.0,15000.0
642,54,2,2,"2022-07-10",2,2500.0,5000.0
643,82,15,19,"2024-06-11",5,500.0,2500.0
644,96,31,5,"2022-10-19",1,3000.0,3000.0
645,4,16,7,"2024-11-04",1,2500.0,2500.0
646,51,25,1,"2022-01-09",2,500.0,1000.0
647,5,47,16,"2022-04-05",9,1500.0,13500.0
648,45,28,10,"2024-01-23",7,3000.0,21000.0
649,82,15,11,"2024-11-15",1,500.0,500.0
650,84,17,13,"2022-01-24",8,1200.0,9600.0
651,33,13,2,"2023-09-10",5,2500.0,12500.0
652,4,30,18,"2023-10-16",3,800.0,2400.0
653,90,8,1,"2023-12-09",1,2200.0,2200.0
654,30,16,13,"2022-05-24",1,2500.0,2500.0
655,24,33,10,"2023-04-16",6,3000.0,18000.0
656,99,40,13,"2022-03-04",7,1500.0,10500.0
657,5,22,7,"2022-01-23",5,1000.0,5000.0
658,75,48,3,"2023-05-22",2,1500.0,3000.0
659,60,19,2,"2022-09-25",5,2200.0,11000.0
660,63,27,16,"2022-03-16",6,5000.0,30000.0
661,78,33,4,"2023-01-29",5,3000.0,15000.0
662,100,6,9,"2022-01-03",4,3000.0,12000.0
663,92,8,11,"2022-08-06",3,2200.0,6600.0
664,4,50,11,"2023-04-13",3,1500.0,4500.0
665,63,39,19,"2024-10-09",5,3500.0,17500.0
666,94,14,13,"2024-10-07",9,500.0,4500.0
667,41,24,16,"2023-12-22",4,5000.0,20000.0
668,17,11,11,"2022-10-17",9,800.0,7200.0
669,71,1,8,"2022-08-18",1,1500.0,1500.0
670,53,46,11,"2024-05-18",9,2500.0,22500.0
671,98,21,1,"2023-08-06",2,5000.0,10000.0
672,21,24,13,"2023-07-10",5,5000.0,25000.0
673,58,27,8,"2023-09-22",8,5000.0,40000.0
674,68,38,8,"2024-05-05",2,1500.0,3000.0
675,73,22,9,"2024-06-28",2,1000.0,2000.0
676,36,6,19,"2024-12-03",6,3000.0,18000.0
677,10,24,6,"2022-10-07",6,5000.0,30000.0
678,71,42,17,"2022-05-23",4,1500.0,6000.0
679,3,3,15,"2023-06-25",3,3500.0,10500.0
680,99,2,2,"2024-09-03",1,2500.0,2500.0
681,5,24,13,"2023-02-16",4,5000.0,20000.0
682,27,46,5,"2024-02-16",6,2500.0,15000.0
683,51,7,6,"2023-02-23",4,3000.0,12000.0
684,17,49,6,"2022-08-01",3,3000.0,9000.0
685,88,32,5,"2024-11-11",1,800.0,800.0
686,7,15,8,"2022-04-28",5,500.0,2500.0
687,38,36,14,"2023-10-28",3,1500.0,4500.0
688,57,8,10,"2022-11-18",8,2200.0,17600.0
689,55,26,10,"2023-12-06",1,3000.0,3000.0
690,48,36,3,"2022-04-19",5,1500.0,7500.0
691,34,4,16,"2022-02-24",6,1500.0,9000.0
692,89,30,15,"2024-10-01",3,800.0,2400.0
693,25,26,1,"2022-03-08",9,3000.0,27000.0
694,5,5,1,"2024-12-12",3,1500.0,4500.0
695,15,42,15,"2023-06-19",9,1500.0,13500.0
696,44,19,12,"2022-09-06",3,2200.0,6600.0
697,30,46,6,"2024-04-08",8,2500.0,20000.0
698,67,31,20,"2023-10-20",8,3000.0,24000.0
699,81,23,7,"2024-08-09",6,3000.0,18000.0
700,20,31,20,"2022-09-17",6,3000.0,18000.0
701,63,35,3,"2022-05-06",4,3500.0,14000.0
702,87,17,7,"2023-06-13",5,1200.0,6000.0
703,85,6,13,"2024-07-07",8,3000.0,24000.0
704,76,15,20,"2023-04-09",7,500.0,3500.0
705,56,18,10,"2022-10-27",8,1500.0,12000.0
706,25,48,19,"2023-02-19",5,1500.0,7500.0
707,87,46,18,"2024-08-12",7,2500.0,17500.0
708,84,36,8,"2022-02-15",5,1500.0,7500.0
709,54,49,14,"2022-08-24",8,3000.0,24000.0
710,59,33,10,"2024-11-20",3,3000.0,9000.0
711,93,25,16,"2024-03-05",8,500.0,4000.0
712,30,30,18,"2024-03-02",3,800.0,2400.0
713,23,14,9,"2023-02-26",2,500.0,1000.0
714,91,41,18,"2022-08-19",5,2000.0,10000.0
715,72,49,10,"2022-11-07",5,3000.0,15000.0
716,93,31,7,"2022-02-19",4,3000.0,12000.0
717,31,28,3,"2023-02-19",3,3000.0,9000.0
718,60,30,3,"2024-01-26",7,800.0,5600.0
719,45,20,20,"2023-07-19",2,500.0,1000.0
720,49,13,2,"2024-02-14",1,2500.0,2500.0
721,95,36,4,"2022-11-14",1,1500.0,1500.0
722,63,49,5,"2022-06-17",5,3000.0,15000.0
723,36,13,8,"2024-03-30",5,2500.0,12500.0
724,73,31,7,"2023-11-06",8,3000.0,24000.0
725,19,5,9,"2022-03-13",3,1500.0,4500.0
726,24,34,10,"2024-11-30",4,3500.0,14000.0
727,34,18,3,"2022-10-26",9,1500.0,13500.0
728,77,49,6,"2023-01-19",1,3000.0,3000.0
729,51,9,12,"2023-09-09",7,2500.0,17500.0
730,51,26,3,"2024-02-29",9,3000.0,27000.0
731,96,21,8,"2024-09-20",6,5000.0,30000.0
732,52,30,7,"2023-08-14",2,800.0,1600.0
733,27,9,14,"2022-03-04",2,2500.0,5000.0
734,75,26,18,"2023-12-26",2,3000.0,6000.0
735,79,50,10,"2023-12-06",9,1500.0,13500.0
736,50,43,8,"2024-07-01",3,3000.0,9000.0
737,81,6,1,"2023-01-19",7,3000.0,21000.0
738,66,11,12,"2024-12-28",5,800.0,4000.0
739,58,17,19,"2023-07-13",4,1200.0,4800.0
740,4,41,17,"2023-01-04",7,2000.0,14000.0
741,56,2,14,"2024-04-11",6,2500.0,15000.0
742,35,8,7,"2023-03-05",8,2200.0,17600.0
743,22,46,14,"2023-04-11",5,2500.0,12500.0
744,91,14,16,"2023-09-30",8,500.0,4000.0
745,96,30,5,"2023-08-29",8,800.0,6400.0
746,72,18,5,"2022-10-27",3,1500.0,4500.0
747,18,8,1,"2022-09-06",8,2200.0,17600.0
748,89,19,14,"2022-11-28",8,2200.0,17600.0
749,25,19,20,"2024-10-24",9,2200.0,19800.0
750,30,8,7,"2024-11-12",7,2200.0,15400.0
751,48,5,15,"2022-04-21",1,1500.0,1500.0
752,43,45,9,"2024-03-11",7,2000.0,14000.0
753,46,23,19,"2022-05-31",8,3000.0,24000.0
754,6,50,9,"2022-10-24",6,1500.0,9000.0
755,5,38,17,"2024-12-07",3,1500.0,4500.0
756,62,19,1,"2022-08-07",1,2200.0,2200.0
757,94,35,16,"2022-01-30",4,3500.0,14000.0
758,16,31,4,"2023-02-05",9,3000.0,27000.0
759,42,25,3,"2023-05-05",4,500.0,2000.0
760,92,8,17,"2023-11-22",6,2200.0,13200.0
761,58,11,3,"2023-06-06",3,800.0,2400.0
762,47,35,20,"2022-12-26",7,3500.0,24500.0
763,54,30,9,"2024-09-15",1,800.0,800.0
764,63,42,4,"2023-01-11",6,1500.0,9000.0
765,25,39,6,"2022-05-11",3,3500.0,10500.0
766,11,25,6,"2023-11-04",2,500.0,1000.0
767,18,22,8,"2023-09-13",8,1000.0,8000.0
768,9,18,8,"2022-07-23",6,1500.0,9000.0
769,23,26,19,"2024-07-07",6,3000.0,18000.0
770,6,14,20,"2022-04-01",4,500.0,2000.0
771,28,17,17,"2024-02-23",6,1200.0,7200.0
772,2,46,12,"2022-12-19",8,2500.0,20000.0
773,10,49,20,"2023-02-25",3,3000.0,9000.0
774,74,33,15,"2023-12-12",6,3000.0,18000.0
775,30,24,8,"2022-01-11",2,5000.0,10000.0
776,7,47,12,"2022-09-22",1,1500.0,1500.0
777,98,15,6,"2023-07-23",9,500.0,4500.0
778,74,47,16,"2022-12-25",9,1500.0,13500.0
779,68,31,16,"2024-02-11",5,3000.0,15000.0
780,24,41,10,"2022-06-16",8,2000.0,16000.0
781,83,49,4,"2023-04-17",1,3000.0,3000.0
782,83,19,11,"2022-04-23",7,2200.0,15400.0
783,12,31,1,"2022-01-11",1,3000.0,3000.0
784,49,10,14,"2022-11-16",5,3500.0,17500.0
785,29,5,6,"2024-08-27",6,1500.0,9000.0
786,94,13,14,"2024-11-18",8,2500.0,20000.0
787,25,34,12,"2023-04-04",6,3500.0,21000.0
788,61,40,8,"2023-05-12",4,1500.0,6000.0
789,30,30,8,"2022-08-12",4,800.0,3200.0
790,77,12,3,"2023-04-07",2,1500.0,3000.0
791,54,37,4,"2022-06-27",8,3500.0,28000.0
792,55,36,4,"2024-01-14",2,1500.0,3000.0
793,94,43,18,"2023-10-07",3,3000.0,9000.0
794,96,36,6,"2024-09-29",4,1500.0,6000.0
795,6,23,17,"2023-10-15",8,3000.0,24000.0
796,32,41,16,"2024-03-26",6,2000.0,12000.0
797,25,7,3,"2022-06-28",5,3000.0,15000.0
798,49,47,2,"2024-07-06",5,1500.0,7500.0
799,40,35,2,"2024-04-07",6,3500.0,21000.0
800,35,20,13,"2023-10-09",6,500.0,3000.0
801,81,36,9,"2022-09-25",5,1500.0,7500.0
802,50,48,6,"2023-05-06",9,1500.0,13500.0
803,62,47,1,"2022-08-06",7,1500.0,10500.0
804,43,26,8,"2024-12-11",7,3000.0,21000.0
805,79,28,8,"2023-03-23",1,3000.0,3000.0
806,20,48,8,"2024-01-01",1,1500.0,1500.0
807,65,41,20,"2022-12-31",4,2000.0,8000.0
808,60,47,20,"2022-07-26",6,1500.0,9000.0
809,55,43,17,"2022-08-04",7,3000.0,21000.0
810,20,28,15,"2024-04-07",9,3000.0,27000.0
811,36,14,17,"2022-04-08",2,500.0,1000.0
812,30,2,15,"2023-07-04",6,2500.0,15000.0
813,69,42,15,"2023-08-12",6,1500.0,9000.0
814,10,49,12,"2022-09-19",5,3000.0,15000.0
815,49,48,18,"2022-08-07",4,1500.0,6000.0
816,72,22,12,"2023-07-10",7,1000.0,7000.0
817,9,38,8,"2022-10-21",3,1500.0,4500.0
818,68,29,5,"2024-05-18",1,2500.0,2500.0
819,84,7,20,"2023-06-19",9,3000.0,27000.0
820,100,13,8,"2024-01-24",7,2500.0,17500.0
821,91,29,5,"2024-03-22",9,2500.0,22500.0
822,5,31,3,"2022-01-22",5,3000.0,15000.0
823,63,49,9,"2023-08-23",8,3000.0,24000.0
824,18,8,12,"2022-09-04",7,2200.0,15400.0
825,89,43,10,"2024-10-25",2,3000.0,6000.0
826,69,23,4,"2024-10-24",1,3000.0,3000.0
827,85,49,10,"2024-11-26",5,3000.0,15000.0
828,15,46,12,"2023-09-06",1,2500.0,2500.0
829,47,13,19,"2022-02-24",3,2500.0,7500.0
830,34,9,11,"2022-02-11",2,2500.0,5000.0
831,32,47,1,"2022-10-13",8,1500.0,12000.0
832,99,25,4,"2024-08-09",3,500.0,1500.0
833,18,10,9,"2023-09-16",9,3500.0,31500.0
834,64,37,17,"2022-07-23",5,3500.0,17500.0
835,96,33,9,"2024-08-12",1,3000.0,3000.0
836,31,24,8,"2022-07-15",5,5000.0,25000.0
837,73,37,12,"2024-03-06",7,3500.0,24500.0
838,75,7,4,"2024-01-25",3,3000.0,9000.0
839,1,6,7,"2022-06-20",3,3000.0,9000.0
840,91,28,11,"2024-05-05",6,3000.0,18000.0
841,98,45,12,"2023-11-14",3,2000.0,6000.0
842,35,23,1,"2023-12-02",7,3000.0,21000.0
843,38,24,2,"2022-11-09",5,5000.0,25000.0
844,63,7,11,"2022-06-09",8,3000.0,24000.0
845,16,31,4,"2024-06-28",9,3000.0,27000.0
846,23,2,14,"2023-03-29",4,2500.0,10000.0
847,23,4,6,"2024-02-23",4,1500.0,6000.0
848,33,46,7,"2023-05-22",6,2500.0,15000.0
849,14,23,1,"2023-08-01",4,3000.0,12000.0
850,98,5,6,"2024-08-07",8,1500.0,12000.0
851,28,49,7,"2023-03-23",3,3000.0,9000.0
852,21,34,14,"2022-03-03",2,3500.0,7000.0
853,55,34,20,"2022-04-19",2,3500.0,7000.0
854,40,27,18,"2022-02-12",5,5000.0,25000.0
855,10,11,17,"2024-11-16",8,800.0,6400.0
856,69,21,16,"2022-03-31",9,5000.0,45000.0
857,22,38,19,"2024-02-28",9,1500.0,13500.0
858,15,27,12,"2022-06-09",3,5000.0,15000.0
859,89,7,13,"2024-05-26",7,3000.0,21000.0
860,88,46,11,"2022-05-22",9,2500.0,22500.0
861,56,30,6,"2023-08-27",6,800.0,4800.0
862,67,23,7,"2022-11-11",7,3000.0,21000.0
863,97,3,11,"2022-04-01",1,3500.0,3500.0
864,46,1,12,"2023-09-02",4,1500.0,6000.0
865,87,35,13,"2024-11-16",2,3500.0,7000.0
866,57,43,15,"2023-10-07",8,3000.0,24000.0
867,64,27,16,"2022-12-04",2,5000.0,10000.0
868,5,46,11,"2024-11-21",6,2500.0,15000.0
869,28,39,8,"2022-08-04",9,3500.0,31500.0
870,7,32,4,"2023-10-23",1,800.0,800.0
871,47,26,6,"2023-02-01",7,3000.0,21000.0
872,88,42,10,"2024-04-29",1,1500.0,1500.0
873,53,9,1,"2022-04-26",9,2500.0,22500.0
874,32,17,1,"2024-05-14",6,1200.0,7200.0
875,97,22,5,"2024-08-15",2,1000.0,2000.0
876,16,24,17,"2024-10-12",1,5000.0,5000.0
877,63,2,13,"2023-05-11",8,2500.0,20000.0
878,44,27,17,"2022-09-03",6,5000.0,30000.0
879,21,6,3,"2024-01-04",5,3000.0,15000.0
880,42,20,16,"2023-12-16",3,500.0,1500.0
881,96,26,3,"2022-08-04",8,3000.0,24000.0
882,26,27,1,"2022-05-29",9,5000.0,45000.0
883,52,5,17,"2023-12-02",9,1500.0,13500.0
884,26,30,5,"2023-07-24",4,800.0,3200.0
885,32,14,20,"2024-05-18",2,500.0,1000.0
886,66,15,19,"2024-07-14",8,500.0,4000.0
887,58,10,1,"2024-06-26",4,3500.0,14000.0
888,13,27,12,"2022-06-10",4,5000.0,20000.0
889,95,8,14,"2024-05-26",1,2200.0,2200.0
890,19,46,12,"2022-09-05",8,2500.0,20000.0
891,81,21,17,"2024-01-06",9,5000.0,45000.0
892,78,20,1,"2024-01-27",7,500.0,3500.0
893,89,28,15,"2023-06-30",3,3000.0,9000.0
894,24,22,11,"2023-01-14",3,1000.0,3000.0
895,14,30,14,"2022-08-26",8,800.0,6400.0
896,83,10,9,"2024-06-01",6,3500.0,21000.0
897,44,12,1,"2024-01-16",8,1500.0,12000.0
898,18,33,19,"2022-09-13",9,3000.0,27000.0
899,12,16,6,"2023-02-20",1,2500.0,2500.0
900,13,24,14,"2023-03-01",9,5000.0,45000.0
901,68,44,12,"2024-02-12",2,500.0,1000.0
902,64,21,11,"2023-03-16",6,5000.0,30000.0
903,36,27,13,"2024-03-11",7,5000.0,35000.0
904,6,43,18,"2024-11-11",5,3000.0,15000.0
905,55,16,18,"2024-12-04",8,2500.0,20000.0
906,83,10,17,"2022-04-01",1,3500.0,3500.0
907,73,9,4,"2024-04-11",4,2500.0,10000.0
908,16,8,16,"2022-06-16",5,2200.0,11000.0
909,53,27,12,"2022-08-22",7,5000.0,35000.0
910,9,30,8,"2022-08-24",1,800.0,800.0
911,8,35,11,"2024-10-07",7,3500.0,24500.0
912,98,2,19,"2022-03-29",1,2500.0,2500.0
913,71,33,15,"2023-07-26",2,3000.0,6000.0
914,78,26,5,"2024-10-14",1,3000.0,3000.0
915,96,36,3,"2024-03-10",7,1500.0,10500.0
916,31,12,2,"2022-06-15",7,1500.0,10500.0
917,59,27,3,"2022-04-15",3,5000.0,15000.0
918,18,23,2,"2023-12-12",9,3000.0,27000.0
919,89,40,14,"2022-11-15",2,1500.0,3000.0
920,63,1,6,"2023-08-15",6,1500.0,9000.0
921,3,39,2,"2022-08-02",3,3500.0,10500.0
922,41,15,1,"2022-10-28",6,500.0,3000.0
923,68,40,6,"2024-05-08",5,1500.0,7500.0
924,21,29,20,"2024-05-24",6,2500.0,15000.0
925,39,23,8,"2024-12-20",6,3000.0,18000.0
926,56,46,11,"2023-11-14",7,2500.0,17500.0
927,89,3,20,"2022-09-10",8,3500.0,28000.0
928,4,36,20,"2024-09-23",9,1500.0,13500.0
929,78,22,1,"2024-04-13",4,1000.0,4000.0
930,39,7,20,"2024-06-05",9,3000.0,27000.0
931,22,40,20,"2023-10-26",1,1500.0,1500.0
932,23,27,14,"2024-08-03",1,5000.0,5000.0
933,26,10,16,"2023-08-21",9,3500.0,31500.0
934,62,42,4,"2024-04-26",5,1500.0,7500.0
935,38,28,6,"2022-03-30",7,3000.0,21000.0
936,62,46,1,"2022-07-02",3,2500.0,7500.0
937,35,32,2,"2022-03-08",9,800.0,7200.0
938,27,48,20,"2023-04-26",3,1500.0,4500.0
939,42,48,19,"2023-01-18",2,1500.0,3000.0
940,51,17,4,"2022-10-15",3,1200.0,3600.0
941,97,13,15,"2024-10-23",1,2500.0,2500.0
942,30,41,6,"2023-03-29",4,2000.0,8000.0
943,54,45,5,"2024-01-26",3,2000.0,6000.0
944,94,27,10,"2023-11-09",2,5000.0,10000.0
945,1,45,8,"2022-12-16",5,2000.0,10000.0
946,15,41,19,"2023-03-25",8,2000.0,16000.0
947,61,36,2,"2024-12-16",6,1500.0,9000.0
948,17,37,15,"2024-06-13",6,3500.0,21000.0
949,31,41,9,"2023-09-25",6,2000.0,12000.0
950,97,46,4,"2024-06-21",9,2500.0,22500.0
951,69,10,7,"2022-07-29",2,3500.0,7000.0
952,63,30,16,"2023-03-13",9,800.0,7200.0
953,40,17,20,"2022-09-22",1,1200.0,1200.0
954,75,7,20,"2023-07-05",8,3000.0,24000.0
955,60,40,18,"2023-07-10",5,1500.0,7500.0
956,33,18,14,"2024-05-31",1,1500.0,1500.0
957,51,21,11,"2023-01-28",2,5000.0,10000.0
958,91,33,17,"2024-05-11",6,3000.0,18000.0
959,32,1,16,"2022-08-15",5,1500.0,7500.0
960,61,7,15,"2024-02-18",4,3000.0,12000.0
961,26,47,15,"2023-08-05",8,1500.0,12000.0
962,40,5,9,"2022-05-17",5,1500.0,7500.0
963,62,18,12,"2023-07-22",2,1500.0,3000.0
964,20,22,13,"2022-11-11",8,1000.0,8000.0
965,65,24,8,"2024-01-05",7,5000.0,35000.0
966,1,23,13,"2024-03-22",4,3000.0,12000.0
967,60,31,9,"2023-11-12",5,3000.0,15000.0
968,10,46,5,"2022-02-05",8,2500.0,20000.0
969,26,29,2,"2024-04-26",4,2500.0,10000.0
970,16,19,8,"2023-11-15",5,2200.0,11000.0
971,50,25,6,"2022-11-13",5,500.0,2500.0
972,85,31,20,"2024-01-22",1,3000.0,3000.0
973,9,39,8,"2022-06-23",7,3500.0,24500.0
974,37,13,11,"2024-07-24",3,2500.0,7500.0
975,13,6,15,"2023-01-09",4,3000.0,12000.0
976,20,33,17,"2022-06-13",5,3000.0,15000.0
977,13,49,5,"2022-12-27",9,3000.0,27000.0
978,29,31,20,"2022-04-21",1,3000.0,3000.0
979,77,3,18,"2024-08-30",6,3500.0,21000.0
980,25,35,10,"2023-05-12",2,3500.0,7000.0
981,100,20,17,"2024-03-01",8,500.0,4000.0
982,45,43,18,"2022-05-18",7,3000.0,21000.0
983,98,44,18,"2022-08-22",5,500.0,2500.0
984,69,5,2,"2022-08-07",2,1500.0,3000.0
985,47,39,7,"2023-01-17",1,3500.0,3500.0
986,83,7,2,"2024-07-16",3,3000.0,9000.0
987,97,5,19,"2023-03-13",9,1500.0,13500.0
988,68,5,3,"2022-01-03",4,1500.0,6000.0
989,49,45,8,"2024-04-02",9,2000.0,18000.0
990,51,26,10,"2023-06-07",6,3000.0,18000.0
991,7,4,3,"2024-04-06",2,1500.0,3000.0
992,94,40,6,"2024-12-08",1,1500.0,1500.0
993,74,44,16,"2022-12-14",7,500.0,3500.0
994,96,13,12,"2022-11-21",2,2500.0,5000.0
995,94,23,2,"2022-09-30",6,3000.0,18000.0
996,10,19,13,"2023-08-17",4,2200.0,8800.0
997,62,27,8,"2023-10-08",6,5000.0,30000.0
998,62,24,8,"2022-11-22",6,5000.0,30000.0
999,7,14,13,"2023-05-25",9,500.0,4500.0
1000,4,29,17,"2024-08-17",6,2500.0,15000.0
